,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-567.1239,347.16492,10.105441,-210.53702,-42.257088,-142.25452,-0.82777375,1.3008263,-23.449183,124.43051,23.322842,-13.790497,80.91586,6.156151,-3.5366907,-12.2963705,2.6291716,-28.475864,4.5665874,-20.42539,-24.93835,49.885418,11.404212,-75.6668,-2.2124467,-10.319688,65.718956,-33.01156,-54.262863,18.220314,5.737004,-20.767406,-47.71612,-22.347067,-17.766302,12.246861,58.927757,-2.0477898,28.003654,-50.951385,-12.294455,-17.646166,2.3635232,-2.881836,-5.998287,-3.6745582,-39.7317,-4.897346,-17.975588,24.072144,36.767006,49.12955,-21.001083,16.984625,4.7308125,-17.834465,-3.1648877,4.9695106,-25.857332,-8.941002,-1.5756936,-14.66618,19.470379,-7.6350307,-25.959167,-10.321989,15.57109,19.370155,-32.32948,-21.072283,37.80022,-33.171608,12.10331,-9.4383335,5.4631577,5.687355,-10.204265,21.731377,-14.311931,-28.779602,27.430748,-5.114144,-3.9831326,17.091578,-16.781998,0.40587416,-7.331378,9.797996,0.6260845,16.600103,13.198359,9.678451,-9.202119,-13.210802,-5.14894,6.051234,7.5564137,-9.413101,-34.55296,-8.7733755,10.235495,1.3125974,6.881025,-11.828301,0.13799673,16.186203,0.54713726,11.55957,0.010646529,1.2967999,5.052355,7.2255244,-1.1557962,-23.350971,4.7323194,-8.019342,4.657475,1.6246808,10.882582,-16.43544,-19.882484,21.982292,4.487002,-10.162135,-3.5222702,-6.414237,-5.209411,-4.046967
1,69.662155,141.00797,-107.75377,-73.13498,-70.6369,-96.49821,35.24714,-36.641582,-44.41008,-7.5878644,6.7288604,11.715272,-17.747091,21.41957,34.32849,8.390302,-70.23783,30.225292,11.608976,-6.6852837,21.963243,10.601785,20.816372,-22.734781,-6.9414735,2.4672055,32.24153,-10.260432,-31.681644,0.29338834,12.758529,-1.9008911,-18.661594,-0.7658148,-27.244667,-21.085957,8.914628,-3.932632,-16.60814,-9.224373,13.19837,15.381487,1.8559904,-47.422295,6.479434,-24.802958,23.80744,16.055866,-5.069854,-17.031952,7.713735,7.9318433,-8.006331,-7.623045,7.1142473,-29.9449,-9.712859,-7.295241,1.453443,2.7766798,17.46272,20.23147,-6.013535,2.3645725,1.2368895,-8.775312,-1.0986958,-17.448706,-4.0752263,-9.15334,-0.42379835,2.6806889,-2.918759,-21.087654,2.7746053,12.0104685,-8.9594145,-0.27369967,-17.453272,-8.685467,10.658975,6.190192,-7.402875,-2.0829296,1.3582348,4.8702188,4.7590847,16.698397,-1.814348,13.131388,-11.35981,-4.8224063,-0.85806954,1.4529585,-3.016718,-2.3748894,-3.5745173,14.379922,1.8544983,12.281125,4.952007,7.6461487,9.634322,0.23864742,-7.21547,-1.2618024,-8.693389,-5.8246236,1.1928334,3.4716198,8.077236,8.593245,-1.3362502,-18.388916,-4.992525,1.7839386,-10.068367,-13.769582,-11.443599,-0.8528586,18.617687,14.185665,2.5725687,-1.8423953,3.8733172,-13.0516,-0.12690103,-5.4742312
2,285.23776,78.880554,-87.681885,-28.138123,-17.923912,-35.80835,-2.233509,42.914318,-24.94358,68.17603,24.947674,-22.274263,-20.37276,29.675308,8.331641,40.180363,6.525941,-22.114227,3.7260451,18.515553,-21.89777,-22.100925,8.093985,-0.6128469,5.281292,10.604487,5.2858996,23.877865,19.87698,-6.358739,-9.6285305,13.59893,11.194064,13.058052,14.04075,9.0201645,-7.687034,25.82383,36.979156,-0.65399086,1.3690001,9.800225,-2.4554822,9.74715,12.394416,3.9854333,-18.528904,-3.7422721,-0.89885765,6.806186,-3.48992,-9.499983,4.505116,-21.20707,-2.7380435,-8.339821,-7.25511,-11.154335,-6.6051493,20.230997,20.018154,-12.570945,26.616161,-0.8154089,14.096212,-2.9015503,11.175357,0.06255428,-5.753931,-4.6716127,-10.009502,13.703293,-0.40083784,-8.153283,9.460748,-13.381682,-1.8243215,-13.918294,15.538135,-2.9192405,-0.5090964,20.29615,4.222528,-6.1322374,-14.299458,2.7368238,13.340923,-0.44792026,4.9350615,3.6541724,-23.83483,-4.6706643,-4.3446264,-0.28913373,-9.76671,-1.4344269,-2.2818158,13.455452,9.131928,-0.2276071,0.5928127,-4.6887093,-4.1231055,-4.6344957,-8.889976,-7.0664454,4.848137,-12.53919,10.464349,-2.4493442,-1.8062868,-2.059755,7.309271,9.647374,-2.5803301,-3.393346,-14.880663,5.7500696,-4.85428,-4.181866,3.1245394,-3.786324,-2.938198,-4.5023203,-2.1200671,-12.466775,6.1147904,-3.4085622
3,121.85037,117.27185,-233.53377,-18.71215,-25.494722,-100.67887,104.99476,75.45602,-45.63405,123.0026,70.99917,26.833641,-69.806564,58.31878,23.37153,77.29718,25.146048,21.343323,1.3172717,-4.412399,17.50796,-41.953606,2.9323344,-3.3791318,21.055222,35.942684,-31.419664,6.256958,6.1615405,39.100075,3.2703633,8.342033,-7.186827,33.562325,-2.857641,23.920448,49.84309,7.17994,-4.7286158,17.170315,11.817367,11.33511,9.817432,29.279526,-14.257774,-5.5671473,-5.4749165,-11.764022,-13.4428425,-1.3992174,38.947002,0.91534764,-6.9428244,-14.464486,-10.001884,2.483495,0.8518117,15.153295,-1.8484154,-40.39098,26.622742,-13.855879,0.1812022,-5.0284214,9.038262,-13.277988,15.960142,15.845127,-1.739459,17.754528,-3.4075105,14.924975,3.9158158,-8.940746,-16.07244,0.26952726,-6.624336,-23.472496,8.243079,-4.828908,-1.0288574,-2.7689111,-7.013171,13.590362,-26.552551,-12.273231,6.0091434,-19.216026,10.051504,-25.37439,-22.278536,6.3288717,-0.76337755,4.2881145,-10.852667,-10.700323,-0.41886693,14.009393,-1.5868145,2.9848866,3.8908036,15.35564,5.303653,4.0086966,-1.6852019,8.501615,-6.772541,-11.864019,4.93816,2.380095,-8.06947,-10.186286,15.9221,18.6943,-3.8221157,-5.6454268,5.388673,5.588533,10.372051,2.9086654,-7.765571,-2.3500714,-8.058238,-6.6547723,-1.5487169,4.6542006,-9.003868,-7.30799
4,-85.20681,-288.72516,-46.57516,4.9727917,12.770808,-31.071695,-11.350398,3.9296305,44.53161,54.095997,-48.646744,-4.1644588,-1.5032653,34.604656,23.686113,-26.968224,-10.38119,4.0519867,-10.908557,-57.244904,16.18471,29.584185,-11.895923,-18.259064,-26.65222,-29.918758,0.54988223,-28.012924,6.2940307,-0.27088815,16.445974,-1.588337,15.69499,-21.143873,31.629826,-3.7652583,1.5630327,5.597843,-22.133598,-8.20113,26.560566,-5.640371,13.33035,-11.470772,9.445282,-15.446221,-14.426778,8.770222,-15.195429,10.161207,-2.8789291,-20.478956,8.808677,12.757291,0.8617837,-20.556164,-8.068459,-11.530651,10.244854,-16.713707,22.25036,4.2079363,-0.8831836,-8.173217,-12.515521,-3.8814313,-3.9819546,-8.879887,3.5617793,12.077153,-3.1410282,10.302156,-8.371456,5.3849716,-4.0554748,-2.8273377,3.1998131,-8.20841,-3.4347773,6.7467637,-12.564584,8.069857,10.080201,5.4624557,7.793126,4.547187,13.3069515,-15.529859,-4.7266583,20.976728,-0.8517523,2.518242,-3.550995,-1.6971599,-4.890657,-2.42504,3.1565704,5.529874,-3.011237,-15.273222,-10.709962,-4.022831,4.85858,3.6697602,-11.965024,11.975151,-6.6916194,6.804732,-5.2844024,-0.68869674,-3.7772264,2.4275076,4.1130223,-0.5540395,5.220903,5.778007,0.5164966,-5.8992357,-2.9511766,1.7935995,-1.0243881,-6.5356493,-3.7900386,0.79569197,-7.2013397,2.4699333,-9.8724785,3.4647634
5,-492.5322,-144.55925,-30.195137,105.18928,293.36267,167.62051,52.249825,-0.19818647,97.913994,149.02747,-23.62093,52.49521,-6.525405,-90.35418,83.308655,79.11866,-39.291965,12.465262,65.265,-4.4541645,-32.754936,-53.218464,35.604855,8.622082,18.98271,-39.22279,-30.941467,20.252436,-37.953236,-8.764221,-16.6388,8.243375,-2.944665,-39.82056,-32.071556,-2.9977314,-26.200045,-5.2499776,44.202286,-17.865284,-20.769957,16.550844,-21.14253,-11.206439,-0.29904938,-17.20569,38.388313,67.24971,11.272829,15.606008,-12.967762,19.17983,2.56985,21.479895,-42.60587,38.792587,9.004539,-19.89054,35.14971,-25.829723,-18.268627,-6.416613,31.237947,33.610687,-16.595821,-35.55512,8.063299,-20.857698,12.832867,-12.548694,-1.2290272,-18.535786,-1.2954626,-13.328624,-19.25183,9.041381,26.675629,13.888172,16.581882,-3.9622872,-25.30567,8.889356,-0.8335461,32.464363,-8.505265,-12.903794,2.3967304,-16.57798,-12.776849,-22.585646,-17.828453,-12.641029,9.371946,15.800086,-15.215421,-2.611062,-16.423927,16.724806,-7.920854,2.082343,-6.4081016,-11.87607,0.7042948,0.44679758,1.3092417,11.380232,4.743625,-21.608284,30.149565,-0.345766,3.6419272,-16.42597,-0.17399338,-29.510542,2.7449994,-2.7383099,-7.9953427,13.176979,18.109312,8.140137,5.8742895,12.204147,-14.685673,-22.089087,23.582666,-12.829658,8.752574,2.4658797
6,13.288758,-90.85979,-123.094215,128.35889,-60.678505,138.27757,-84.463234,-18.39806,-9.525812,1.8743359,20.940163,-35.95863,1.9669386,-21.500982,59.17435,-39.40315,23.55704,-26.020714,9.717201,-33.09325,31.893995,26.041908,-12.986392,-29.034018,15.321319,29.809425,4.33036,15.638154,4.965228,12.737211,-3.2405736,62.86402,2.36713,-23.564661,14.864253,-10.941509,20.692352,-25.591022,-12.0960865,-27.969727,0.37162232,-0.11651623,-43.483864,21.681103,-40.675144,15.096146,22.036325,15.0780525,-10.667192,8.982024,-4.653601,6.0759673,15.277097,-3.3939946,-14.675886,24.177364,-13.825113,13.214054,12.4488735,-0.513554,-13.977756,2.704747,0.090233035,-2.440629,-13.469569,-2.7253952,4.281919,-1.7211171,-0.9146577,-7.7453275,-10.559656,0.3132506,-7.8645954,-8.622879,6.9220314,-6.259666,-2.5244422,8.463241,-19.038221,-4.072491,-10.296283,7.9679785,-1.2588325,10.0578575,-17.746677,-10.131645,20.521124,6.2767053,7.240735,-9.359583,0.25915647,-5.4248,10.197225,4.0056467,7.0380983,12.441981,-0.77339536,5.6813173,-2.122236,5.038007,-14.66898,2.2158666,12.754999,-2.133355,4.012277,7.072016,4.5078907,2.858512,-4.628102,2.8652952,-5.7699075,2.2068734,-0.30328497,-12.18945,-6.7190504,-7.9982314,-3.3841174,-5.2276607,1.3025384,1.0333586,9.661898,2.9214373,0.43942758,11.524144,-5.8070483,4.9050226,2.6362512,-4.9257426
7,-205.98024,-52.817043,-71.65538,-38.334076,-31.941835,93.540565,4.042918,-129.33002,51.15304,-22.448597,8.551665,48.262245,11.883401,1.5827658,-9.047962,-5.010158,19.061789,2.125546,-4.042897,42.589375,-28.782843,1.8821899,-3.3216045,1.279118,8.876387,5.6929526,-8.864194,16.09117,-4.8190866,1.2969149,31.416739,7.1481004,-2.2385159,-18.397917,-2.2560236,7.250918,-2.2615943,-12.313616,17.188152,3.6864336,14.032814,-2.7907536,4.5402265,-25.826885,12.482927,-17.698673,16.892576,-7.3369665,13.886455,9.509789,1.3765473,-0.34730995,-5.538336,-2.319611,16.550133,34.611874,-23.804502,-5.367199,18.360313,-12.207935,7.0821943,-9.0179405,4.2935534,-2.0115466,-2.578066,-16.149582,-19.280603,-6.619059,-4.019517,-1.706331,5.971545,23.018421,-14.585892,-1.0697666,-0.5295824,-1.1819901,-0.16973716,-4.9056234,-8.565667,-10.62934,-2.9903133,7.233053,-13.710951,3.1882722,4.088161,8.997444,4.337085,-20.470964,-1.4028102,16.771683,10.501033,-12.186704,8.440439,1.0366108,-3.0354822,2.8029795,13.830001,3.5714302,2.5217333,4.1512218,4.1281066,8.104112,1.878651,12.254691,9.650409,-12.914858,5.533411,15.263136,13.030577,-10.699519,-1.3952851,-7.708468,-0.6218667,14.045762,6.7564273,-0.7787013,1.4417458,4.846046,-7.552653,3.3155105,-1.4844933,6.91062,-4.109326,-4.232771,-11.604504,-4.5064754,0.2809033,2.754186
8,-149.45125,-24.006382,37.097034,-103.790245,-36.40545,76.39508,53.85452,-84.71629,-90.171684,-56.937794,-40.126793,21.698128,-10.61897,26.214802,11.1750765,-16.577776,57.925156,26.952187,-4.9412904,17.700695,-49.75254,-64.20768,-1.3084986,-7.7452064,2.9731352,3.9110608,-8.876183,-10.970651,27.571373,37.179306,15.751174,4.7040067,12.348645,22.299198,2.3953633,11.4840555,1.2235471,-20.322659,7.8506436,3.4717233,-22.483494,-2.1565063,-16.503366,-16.420345,5.242468,-14.840419,-22.831772,-2.965738,-0.93541485,27.195883,-2.7053125,-2.4851456,10.776787,-7.3307776,10.313092,-18.353848,11.101162,1.3598768,-5.445063,-4.609357,8.447285,10.977439,6.854611,-9.345837,-7.835914,11.194516,2.8494675,-1.7665893,13.413086,1.9164351,-6.065987,1.0431099,13.363187,-11.67225,0.23910211,-0.56417286,-13.8340225,-0.45342743,-5.1324463,4.664596,-1.0503147,-2.8991542,20.936098,3.1830108,13.832704,-1.8303375,-11.732373,3.1977575,11.361637,6.798695,8.008571,7.7080455,4.1547966,-1.6183923,-4.6322536,-0.67971355,5.8293114,3.5697634,-6.947511,5.853864,0.21819569,-10.501817,-1.9144235,-0.05296301,-4.5701656,-1.707011,5.554758,1.1780907,4.616137,0.9407312,0.46069393,5.6299777,-3.5636942,7.1549263,1.3696033,-4.750035,-11.89094,-2.048268,-6.27937,-2.1832912,1.360737,-1.2089635,-2.9805942,-7.597472,1.9434419,4.5832276,-0.2408061,-2.1757424
9,-281.09296,-54.6967,-33.161133,-42.785698,-45.628902,-29.739363,-60.267864,11.051944,142.94862,-30.988348,7.133239,-30.797157,-0.39305487,3.7607203,43.211365,27.36274,23.81046,2.1763976,-43.819656,77.84554,-63.812016,-3.02283,-41.081356,25.662312,39.077,4.9868574,-19.204418,31.200462,-5.289721,-4.7937536,-19.568789,11.901895,-0.55782753,6.841171,-10.569581,-15.807873,-0.33115506,7.9994965,9.350815,2.071566,5.2390676,6.939734,-20.611322,21.43461,10.748927,15.723598,-6.013567,4.676562,15.483273,-5.615758,17.261745,-22.85096,7.34134,10.046134,-2.4021254,-27.122202,-10.833438,-13.3676195,4.0308967,9.489393,0.8429626,-11.774231,-22.48144,-3.2721732,-2.6415856,9.277566,-11.424787,-16.834303,-17.21842,0.33810028,23.980991,-12.888484,2.726289,-10.266438,-2.3288264,19.571945,8.863872,0.34245193,-14.89193,4.3053865,-10.339903,6.1133304,-0.81908774,-8.356223,6.7547846,7.0860715,17.780962,-5.7111554,9.05485,9.026981,15.00936,-5.2153306,-5.642225,2.4554586,-21.843252,-3.0429554,0.10370665,-0.6982,-2.8661697,-5.786442,3.2057614,-2.9596791,-3.3239052,8.551643,-0.7464162,-1.48018,-7.764968,0.44302347,-2.0738802,6.8421817,6.9186196,9.419774,-3.166897,2.5146146,-11.995495,-9.400916,-1.9540825,-2.1577566,1.9059097,1.6106112,-8.829561,3.3700492,13.973069,-1.0071776,3.2371504,-3.51676,-0.4560875,-3.7065868
